0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
AD,AD,AD,AA,AD,AC,AF,AC,AC,AH,AB,AG,AE,AG,AE
