0,0.0003899998161833671
1,0.0003352395447376195
2,0.0002799557415071609
3,0.0002464601653017232
4,0.00022371393422064624
5,0.00021548427626181648
6,0.00022169156853697622
7,0.00023733927825142728
8,0.0002536406414979649
9,0.00027185124392532973
10,0.00028041063437293985
11,0.00028443294917984696
12,0.0002869796231580204
13,0.00028888922480829564
14,0.0002818848035017214
15,0.00028671285573487006
16,0.0002824533237633719
17,0.00027240975589951636
18,0.0002640285587406367
19,0.0002549665303755752
20,0.0002475237338299952
21,0.00022664186148102592
22,0.0002069600625891282
23,0.00017307730304763023
24,0.0001238307451534926
25,7.755152285226285e-05
26,6.413621748199381e-05
27,4.038895977175277e-05
28,3.638964213314083e-05
29,3.420564222629438e-05
30,3.2607538401328615e-05
31,3.145831614421355e-05
32,3.0650422223456474e-05
33,2.990677549760709e-05
34,2.9277483194462406e-05
35,2.8695616244048794e-05
36,2.817495477365282e-05
37,2.7688761515137468e-05
38,2.724851076494487e-05
39,2.6860188464129245e-05
40,2.6484555753770816e-05
41,2.611847727900983e-05
42,2.579608573989182e-05
43,2.5503066495780998e-05
44,2.5196858175878068e-05
45,2.491671622199366e-05
46,2.4662983478055923e-05
47,2.443128808049791e-05
48,2.4189846079770638e-05
49,2.3963550412067396e-05
